,year,selling_price,km_driven,fuel_type,Type_of_Seller,Transmit,Owner_Type,brand_name,model_name
1792,2013,213000,80000,4,1,1,0,18,164
1793,2018,660000,25000,1,1,1,0,27,18
1794,2017,415000,48965,4,0,1,0,21,100
1795,2019,1100000,5166,4,0,1,3,8,52
1796,2012,650000,76290,1,0,1,0,17,174
1797,2016,969999,70000,1,1,0,2,17,174
1798,2016,1250000,35000,1,1,1,0,17,174
1799,2017,715000,25000,1,1,0,0,18,147
1801,2016,565000,47000,1,0,1,0,18,147
1802,2013,615000,45766,1,1,1,2,17,151
1803,2007,199000,78771,1,0,1,2,25,104
1804,2010,325000,79357,1,0,1,0,18,147
1805,2012,409999,28000,1,1,1,0,8,65
1806,2012,500000,72000,1,0,0,2,10,161
1807,2011,225000,76736,1,0,1,2,8,65
1808,2007,135000,70000,4,1,1,2,18,14
1809,2012,750000,80000,1,1,0,2,23,92
1810,2009,155000,60000,3,1,1,2,18,164
1811,2012,335000,77000,1,0,1,4,27,115
1812,2005,114999,92645,1,0,1,1,8,81
1813,2007,699000,101849,1,0,1,2,19,104
1814,2004,110000,120000,1,1,1,1,17,28
1815,2012,300000,80000,4,1,1,0,10,183
1816,2014,700000,70000,1,1,1,2,17,138
1817,2017,700000,120000,1,1,1,0,18,58
1818,2013,210000,42000,4,1,1,4,18,14
1819,2012,600000,120000,1,1,1,4,18,58
1820,2012,180000,155836,1,1,1,2,25,97
1821,2011,220000,59000,4,1,1,2,18,164
1822,2009,70000,60000,4,1,1,0,3,142
1823,2018,950000,70000,1,1,1,2,10,44
1824,2014,800000,20000,1,1,1,0,8,64
1825,2012,700000,120000,1,1,1,4,17,174
1826,2016,265000,40000,4,1,1,0,23,90
1827,2011,175000,90000,1,1,1,4,27,115
1828,2012,260000,89000,1,1,1,2,17,122
1829,2013,950000,80000,1,1,1,4,26,85
1830,2009,250000,200000,1,1,1,1,18,147
1831,2015,630000,50000,1,1,1,0,17,138
1832,2012,35000,35000,4,1,1,4,25,103
1852,2014,330000,200000,1,1,1,4,3,57
1853,2009,150000,120000,4,1,1,0,18,14
1854,2008,105000,90000,1,1,1,0,25,83
1855,2013,185000,65000,1,1,1,0,25,82
1856,2014,260000,50000,1,1,1,0,6,75
1857,2012,450000,33000,1,1,1,0,18,147
1858,2016,500000,38000,4,1,1,0,18,147
1859,2012,260000,40000,4,1,1,0,18,14
1860,2012,265000,55000,1,1,1,2,27,115
1861,2017,800000,26000,1,1,1,2,17,151
1862,2016,869999,80000,1,1,1,0,25,133
1863,2018,690000,40000,4,1,1,0,18,26
1864,2011,825000,120000,1,1,1,0,20,112
1865,2006,160000,63230,4,1,1,2,18,14
1866,2006,300000,120000,1,1,1,2,17,138
1867,2005,100000,100000,4,1,1,4,18,164
1868,2015,530000,77000,1,1,1,2,10,183
1869,2016,360000,30000,4,1,1,0,18,147
1870,2015,220000,40000,4,1,1,0,18,147
1871,2017,178000,35000,4,1,1,0,18,14
1872,2018,515000,5000,1,1,1,0,17,151
1873,2014,300000,35000,4,1,1,0,18,127
1876,2012,150000,80000,1,1,1,2,25,82
1882,2017,750000,15000,4,1,1,0,25,105
1885,2012,950000,80000,1,1,1,0,26,85
1892,2006,90000,40000,4,1,1,2,18,6
1894,2008,65000,110000,4,1,1,4,25,82
1895,2012,312000,90000,1,1,1,2,10,161
1896,2018,700000,25000,1,1,1,0,18,162
1897,2005,150000,47000,4,1,1,0,10,136
1898,2013,450000,60000,1,1,1,0,23,66
1899,2010,229999,120000,1,1,1,2,10,161
1900,2008,111000,120000,1,1,1,0,18,147
1901,2012,250000,140000,1,1,1,2,18,147
1902,2019,750000,1001,1,0,1,0,8,68
1903,2017,774000,1758,4,0,0,0,8,65
1904,2018,711000,1452,4,0,0,0,8,65
1905,2017,600000,35122,1,0,1,0,8,65
1906,2015,455000,92621,1,0,1,0,18,147
1907,2015,225000,92198,4,0,1,2,5,72
1908,2019,650000,5000,1,1,1,0,18,147
1909,2013,200000,50000,4,1,1,0,3,27
1910,2016,875000,74000,1,1,0,0,10,44
1911,2017,750000,40000,1,1,0,0,24,124
1912,2019,725000,22000,1,1,0,0,18,147
1913,2007,100000,100000,4,1,1,2,18,14
1914,2019,1100000,40000,1,1,1,0,25,79
1915,2017,2700000,30000,1,1,0,0,8,56
1916,2016,280000,23000,4,1,1,0,23,90
1917,2009,150000,30000,1,1,1,0,25,82
1918,2010,200000,50000,4,1,1,0,25,97
1919,2010,148000,100000,1,1,1,2,18,127
1920,2011,254999,70000,4,1,1,2,18,147
1921,2013,360000,60000,4,1,1,2,18,147
1922,2006,95000,90000,4,1,1,2,18,14
1923,2007,185000,230000,1,1,1,2,17,28
1924,2012,185000,40000,1,1,1,0,25,82
1925,2019,300000,15000,4,1,1,0,23,90
1926,2018,800000,40000,4,1,1,0,10,161
1927,2000,60000,50000,4,1,1,0,18,180
1928,2010,80000,50000,4,1,1,2,6,117
1929,2018,500000,8000,4,1,1,0,10,175
1930,2013,250000,35000,4,1,1,0,10,50
1931,2010,250000,80000,1,1,1,0,25,104
1932,2005,125000,50000,4,1,1,2,18,164
1933,2002,100000,80000,4,1,1,1,18,14
1934,2010,480000,90000,1,1,1,0,17,138
1935,2018,320000,30000,4,1,1,2,17,89
1936,2010,130000,70000,4,1,1,2,18,7
1937,2006,57000,80000,1,1,1,2,25,82
1938,2005,75000,60000,4,1,1,0,10,136
1939,2003,60000,35000,4,1,1,0,18,6
1940,2008,125000,70000,4,1,1,0,18,14
1941,2004,105000,100000,4,1,1,4,9,39
1942,2008,125000,152000,3,1,1,2,18,164
1943,1998,69000,70000,4,1,1,2,18,180
1944,2012,130000,90000,1,1,1,2,25,83
1945,2019,630000,40000,4,1,1,0,18,26
1946,2016,330000,50000,4,1,1,2,9,17
1947,2014,340000,15000,4,1,1,2,18,164
1948,2006,60000,120000,4,1,1,4,10,136
1949,2014,550000,78322,1,1,1,0,25,133
1950,2014,480000,110000,1,1,1,2,18,58
1951,2013,315000,80000,1,1,1,2,10,161
1952,2012,165000,120000,1,1,1,0,8,64
1953,2016,170000,125000,4,1,1,0,3,27
1954,2018,550000,8000,4,1,1,0,18,26
1955,2018,465000,13000,4,1,1,0,27,18
1956,2012,120000,80000,1,1,1,4,25,82
1957,2008,220000,54309,4,1,1,0,10,161
1958,2011,180000,70000,1,1,1,2,8,65
1959,2006,150000,34600,4,1,1,4,3,21
1960,2016,520000,25000,4,1,1,0,25,181
1961,2013,430000,80000,1,1,1,4,25,133
1962,2009,300000,55000,1,1,1,2,17,28
1963,2020,1000000,5000,1,1,1,0,10,159
1964,2017,725000,30000,1,1,1,0,9,163
1965,2011,500000,31000,1,1,1,0,10,161
1966,2011,250000,50000,4,1,1,0,18,164
1967,2018,700000,38217,1,1,1,0,18,147
1968,2011,185000,50000,4,1,1,4,8,65
1969,2011,200000,120000,1,1,1,0,18,127
1970,2004,315000,110000,1,1,1,4,17,28
1974,2019,1700000,10000,1,1,1,0,25,77
1976,2016,370000,60000,4,1,1,0,17,89
1980,2011,250000,50000,4,1,1,0,10,182
1982,2019,500000,15000,4,1,1,0,18,80
1989,2008,400000,35000,4,1,1,2,26,43
1991,2014,200000,100000,1,1,1,0,25,97
1992,2016,284000,40000,1,1,1,2,18,147
1993,2007,80000,60000,4,1,1,4,18,164
1994,2014,170000,77000,4,1,1,0,3,27
1995,2011,150000,60000,4,1,1,0,10,12
1996,2010,110000,77073,4,1,1,2,25,97
1997,2016,400000,70000,1,1,1,0,8,65
1998,2013,275000,90000,3,1,1,2,10,182
1999,2013,800000,186000,1,1,1,4,26,85
2000,2014,550000,90000,1,1,1,0,17,138
2001,2007,125000,100000,4,1,1,2,18,14
2002,2010,135000,80000,4,1,1,2,3,27
2003,2012,349000,150000,1,1,1,0,17,138
2004,2014,458000,80000,1,1,1,0,18,147
2005,2018,300000,35000,4,1,1,0,18,14
2006,2008,95000,70000,4,1,1,0,18,14
2007,2018,850000,50000,1,1,1,0,18,130
2008,2019,750000,25000,1,1,1,0,8,68
2009,2013,190000,120000,1,1,1,0,8,65
2010,2009,150000,70000,4,1,1,0,18,164
2011,2009,114999,106000,4,1,1,4,10,12
2012,2010,320000,120000,4,1,1,4,26,85
2013,2019,300000,120000,0,1,1,0,18,14
2014,2016,275000,160000,4,1,1,0,18,127
2015,2010,140000,120000,4,1,1,2,3,21
2016,2020,830000,10000,4,1,1,0,25,15
2017,2013,380000,50000,4,1,1,0,27,115
2018,2010,150000,90000,4,1,1,2,10,182
2019,2008,50000,70000,4,1,1,0,3,142
2020,2008,155000,100000,1,1,1,0,17,28
2022,2010,300000,80000,4,1,1,0,24,145
2023,2018,300000,16584,4,0,1,0,18,14
2024,2016,385000,38000,1,0,1,0,25,152
2025,2010,221000,51000,4,0,1,0,18,164
2026,2016,381000,38000,1,0,1,0,25,152
2027,2015,250999,35000,4,0,1,0,18,14
2028,2002,60000,120000,4,1,1,4,10,136
2029,2016,380000,38000,1,0,1,0,25,152
2030,2008,180000,144000,1,1,1,4,24,93
2031,2017,751000,64000,1,0,1,0,18,38
2032,2015,1250000,60000,1,0,0,0,17,174
2033,2014,229999,65000,4,0,1,0,10,50
2034,2019,1250000,24000,1,1,1,0,25,133
2035,2014,782000,58000,1,0,1,2,17,138
2036,2014,780000,58000,1,0,1,2,17,138
2037,2016,245000,68000,4,0,1,0,18,14
2038,2011,321000,81257,1,0,1,0,10,183
2039,2017,509999,44000,1,0,1,0,10,74
2040,2015,110000,45000,4,0,1,0,25,103
2041,2013,400000,75000,1,0,1,0,27,115
2042,2013,370000,90000,4,1,1,0,18,147
2043,2007,175000,80000,1,1,1,2,10,161
2044,1998,1000000,35000,4,1,0,2,19,49
2045,2013,92800,25000,4,1,1,2,18,14
2046,2014,291000,90000,1,1,1,0,25,176
2048,2013,335000,110000,1,1,1,4,10,161
2049,2013,170000,35000,4,1,1,0,18,108
2050,2019,295000,10000,4,1,1,0,18,14
2051,2019,375000,10000,4,1,1,0,23,90
2052,2012,215000,70000,4,1,1,2,10,50
2053,2009,150000,110000,1,1,1,2,8,64
2054,2003,60000,5000,4,1,1,2,18,14
2060,2012,280000,110000,1,1,1,1,25,104
2061,2016,450000,50000,1,1,1,2,26,61
2062,2018,1150000,58000,1,1,1,0,17,174
2063,2018,650000,15000,1,1,1,0,18,26
2064,2015,300000,60000,4,1,1,2,25,181
2065,2015,73000,57000,4,1,1,0,25,103
2066,2015,400000,87000,1,1,1,4,18,147
2067,2017,300000,70000,4,1,1,0,23,90
2068,2012,300000,30000,4,1,0,2,18,164
2069,2012,450000,80000,1,1,1,0,18,147
2070,2009,200000,100000,4,1,1,2,10,136
2071,2019,580000,40000,4,1,1,0,18,147
2072,2017,550000,3917,4,1,1,0,10,74
2073,2007,190000,160000,1,1,1,2,17,138
2074,2017,450000,35000,1,1,1,0,25,152
2075,2014,220000,70000,4,1,1,0,3,142
2076,2012,310000,69069,4,0,1,0,18,132
2077,2019,650000,13500,4,1,1,0,10,55
2078,2014,300000,59059,4,0,1,0,18,164
2079,2013,200000,70000,4,1,1,0,10,12
2080,2012,285000,39039,4,0,1,0,9,30
2081,2014,335000,33033,4,0,1,0,9,30
2082,2011,370000,55168,4,1,1,2,10,161
2083,2013,375000,41041,4,0,1,0,10,183
2084,2009,235000,67067,4,0,1,0,10,182
2085,2013,345000,66066,4,0,0,0,10,182
2086,2013,365000,82082,1,0,1,0,17,122
2087,2014,400000,48000,4,1,1,0,10,74
2088,2015,250000,30000,4,1,1,0,10,50
2089,2012,465000,70070,1,0,0,0,10,161
2090,2017,300000,10000,4,1,1,0,23,90
2091,2018,655000,25000,4,1,1,0,18,147
2092,2016,350000,30000,0,1,1,2,18,164
2093,2015,500000,50000,4,0,0,0,10,182
2094,2015,465000,63063,4,0,0,0,10,74
2095,2008,263000,70000,1,1,1,0,18,147
2096,2012,250000,90000,4,1,1,0,18,108
2097,1999,60000,90000,4,1,1,1,10,12
2098,2005,70000,90000,4,1,1,4,10,73
2103,2017,650000,140000,1,1,1,0,9,163
2104,2014,370000,80000,1,1,1,2,10,183
2105,2016,509999,40000,1,1,1,0,18,147
2106,2011,280000,33000,4,1,1,0,18,180
2107,2010,180000,40000,4,1,1,0,18,7
2115,2017,650000,6000,4,1,1,0,8,52
2116,2010,200000,78000,1,0,1,2,10,161
2117,2011,210000,72000,1,0,1,4,10,161
2118,2011,75000,9528,4,0,1,0,25,103
2119,2011,450000,135200,1,0,1,0,26,85
2120,2011,220000,58000,4,0,1,2,10,183
2121,2013,325000,78000,1,0,1,2,10,183
2122,2018,450000,45000,4,1,1,0,25,181
2123,2017,825000,35000,1,1,1,0,8,51
2124,2007,125000,76000,4,0,1,4,10,12
2125,2015,434999,100000,1,1,1,4,17,177
2126,2011,484999,99000,1,1,1,2,17,138
2127,2009,175000,80000,1,1,1,4,18,127
2128,2006,220000,120000,4,1,1,4,9,40
2129,2020,1250000,1100,4,0,1,0,9,24
2130,2017,215000,34000,4,0,1,0,18,108
2131,2014,625000,68000,1,0,1,0,17,174
2132,2018,615000,15000,1,1,1,0,8,51
2133,2012,130000,58000,1,0,1,0,3,27
2134,2013,175000,50300,1,1,1,0,25,83
2135,2011,150000,70000,1,1,1,2,25,83
2136,2011,195000,60000,1,1,1,4,25,82
2137,2020,550000,90000,1,1,1,0,18,58
2138,2018,1500000,40000,1,1,1,0,11,47
2139,2010,400000,80000,4,1,1,2,24,145
2140,2019,1350000,15000,1,1,1,0,21,91
2141,2015,217000,45000,4,1,1,0,18,147
2142,2011,290000,130000,1,1,1,2,18,147
2143,2018,700000,80000,1,1,1,0,17,28
2144,2014,175000,40000,4,1,1,0,18,14
2145,2017,575000,80000,1,1,1,0,27,18
2146,2016,380000,100000,1,1,1,2,18,127
2147,2013,350000,151624,1,1,1,2,17,177
2148,2012,450000,160000,1,1,1,0,23,48
2149,2005,130000,110000,0,1,1,2,10,136
2150,2015,320000,74820,1,1,1,0,18,147
2151,2014,550000,82000,1,1,1,0,17,174
2152,2015,370000,50000,4,1,1,2,18,164
2153,2010,114999,70000,4,1,1,2,3,27
2154,2020,1100000,1000,4,1,1,0,8,52
2155,2006,170000,170000,1,1,1,0,10,155
2156,2008,80000,150000,1,1,1,4,25,83
2157,2019,950000,17000,1,1,1,0,8,51
2158,2014,425000,150000,1,1,1,0,18,147
2159,2015,500000,80000,1,1,1,0,10,183
2160,2005,70000,170000,4,1,1,4,10,136
2161,2013,349000,120000,1,1,1,0,9,17
2162,2012,330000,90000,4,1,1,4,10,183
2163,2010,120000,90000,4,1,1,4,10,136
2164,2013,430000,100000,1,1,1,2,10,161
2165,2014,390000,90000,1,1,1,0,18,147
2166,2012,225000,129000,1,1,1,0,21,100
2167,2010,350000,186000,1,1,0,2,17,138
2168,2009,100000,66778,1,1,1,0,25,143
2169,2014,190000,50000,4,1,1,0,10,50
2170,2014,315000,110000,1,1,1,2,10,183
2171,2015,300000,60000,1,1,1,2,10,74
2172,2016,280000,40000,4,1,1,0,23,90
2191,2018,539000,10000,4,1,1,0,25,152
2192,2017,420000,50000,4,1,1,0,18,37
2193,2001,85000,70000,4,1,1,4,18,108
2194,2004,142000,73000,4,1,1,1,22,1
2195,2014,180000,76000,4,1,1,2,10,50
2196,2014,400000,120000,1,1,1,2,3,149
2197,2009,360000,170000,1,1,0,4,17,138
2198,2003,85000,110000,4,1,1,2,10,136
2199,2016,350000,63400,4,1,1,0,9,30
2200,2015,380000,25000,4,1,1,0,5,72
2201,2009,140000,80000,4,1,1,4,10,182
2202,2012,200000,90000,4,1,1,0,18,164
2203,2011,150000,157000,4,1,1,0,10,136
2206,2007,300000,100000,1,1,1,2,17,28
2207,2017,280000,50000,4,1,1,0,23,90
2208,2011,200000,40000,4,1,1,0,18,14
2209,2009,110000,38500,4,1,1,2,3,21
2210,2008,140000,103921,4,1,1,2,10,182
2212,2018,1150000,14825,4,0,1,0,9,39
2213,2016,910000,43377,1,0,1,0,9,24
2214,2010,160000,102307,1,0,1,0,8,65
2215,2004,105000,79000,4,1,1,2,18,180
2218,2004,70000,90000,4,1,1,1,18,164
2219,2012,160000,110000,1,1,1,0,3,27
2221,2013,225000,80000,1,1,1,0,3,134
2223,2002,145000,100000,4,1,1,0,9,39
2225,2018,930000,20000,1,1,1,0,8,51
2227,2008,110000,154000,1,1,1,4,10,73
2230,2017,650000,40000,1,1,1,0,23,95
2231,2019,550000,51000,4,1,1,0,18,147
2232,2008,85000,120000,4,1,1,2,18,14
2235,2016,509999,35000,4,1,1,0,26,61
2274,2017,650000,70000,1,1,1,0,18,26
2275,2011,140000,60000,4,1,1,2,3,142
2276,2011,150000,70000,4,1,1,0,18,14
2277,2018,450000,10000,4,1,1,2,5,72
2278,2006,170000,245244,1,1,1,1,10,12
2279,2017,400000,60000,4,1,1,0,23,90
2280,2016,300000,30000,4,1,1,0,25,152
2281,2012,250000,8000,4,1,1,0,18,14
2282,2019,500000,10000,4,1,1,0,25,153
2283,2002,85000,100000,1,1,1,4,10,12
2284,2012,300000,110000,1,1,1,0,21,144
2286,2015,740000,45000,1,0,0,0,17,174
2287,2005,70000,68500,4,0,1,0,10,136
2288,2019,484999,5007,4,0,0,0,10,136
2289,2013,164000,30000,4,1,1,0,21,100
2290,2008,140000,70000,4,1,0,0,9,39
2291,2011,999000,49600,1,0,0,0,19,49
2292,2005,56000,23000,4,1,1,2,18,14
2293,2006,1050000,30000,1,0,0,0,2,5
2294,2010,190000,38000,4,0,1,0,10,161
2295,2018,3899000,22000,1,0,0,0,1,119
2296,2011,235000,43100,4,0,1,0,10,182
2297,2017,350000,10171,4,0,1,0,5,72
2298,2015,465000,41123,1,0,1,0,23,48
2299,2017,1900000,20118,4,0,0,0,26,34
2300,2014,450000,40000,1,0,1,0,9,39
2301,2015,790000,52517,1,0,1,0,27,88
2302,2019,900000,20000,1,1,1,0,17,98
2303,2014,450000,99117,1,0,1,0,8,52
2304,2009,135000,90000,4,1,1,0,3,142
2305,2019,425000,3700,4,1,1,0,18,37
2306,2010,100000,80000,1,1,1,0,25,82
2307,2015,650000,100000,1,1,1,2,8,51
2308,2011,90000,54000,1,1,1,0,25,82
2309,2017,250000,19000,4,1,1,0,10,50
2310,2014,300000,120000,1,1,1,0,18,147
2311,2014,275000,30000,4,1,1,0,18,164
2312,2017,600000,43500,4,1,1,0,9,25
2313,2016,270000,60000,4,1,1,2,23,90
2314,2016,240000,70000,4,1,1,2,23,90
2341,2016,350000,20000,4,1,1,0,23,90
2342,1998,65000,60000,4,0,1,4,18,108
2343,2015,650000,58000,1,1,1,0,18,147
2344,2014,350000,40000,4,0,1,0,18,164
2345,2005,75000,70000,4,1,1,2,18,164
2346,2012,440000,70000,1,0,1,0,10,183
2347,2013,270000,60000,4,1,1,0,10,136
2348,2014,1150000,135000,1,0,1,0,26,85
2349,2015,238000,70000,4,0,1,0,18,108
2350,2013,1100000,40000,4,1,0,2,19,23
2351,2015,1200000,75000,1,0,1,2,17,174
2352,2010,260000,150000,1,1,1,0,24,63
2353,2012,350000,140000,1,1,1,4,26,61
2354,2015,480000,70000,1,1,1,0,26,61
2355,2012,345000,137250,1,1,1,2,26,61
2356,2013,500000,110000,1,1,1,2,17,138
2357,2017,595000,27000,4,0,1,0,10,74
2358,2019,1295000,9000,1,0,1,0,10,161
2359,2019,1350000,5400,1,0,1,3,27,157
2360,2020,541000,1000,4,0,1,3,23,90
2361,2018,515000,16000,4,0,1,0,10,136
2362,2019,894999,13000,1,0,1,3,8,65
2363,2012,325000,47000,1,0,1,0,23,116
2364,2018,925000,22000,4,1,1,0,18,38
2365,2017,844999,30000,4,1,1,0,21,150
2366,2018,925000,20000,4,1,1,0,18,38
2367,2013,300000,60000,1,1,1,0,25,97
2368,2008,650000,75000,4,1,1,2,26,34
2369,2010,175000,64000,4,0,1,0,18,14
2370,2015,325000,80000,1,1,1,0,18,132
2371,2017,600000,90000,1,1,1,0,23,48
2372,2018,700000,30000,4,1,1,0,18,147
2373,2003,95000,120000,4,1,0,2,26,43
2374,2019,490000,20000,4,0,1,0,18,37
2375,2013,380000,100000,1,1,1,0,25,133
2376,2018,550000,31000,4,0,1,0,10,74
2377,2013,225000,47000,4,0,1,0,18,14
2378,2018,570000,11200,4,1,1,0,25,105
2379,2018,305000,35000,4,0,1,0,18,14
2380,2010,240000,50000,3,0,1,0,18,164
2381,2015,700000,55000,1,0,1,0,18,58
2382,2018,288000,20000,4,0,1,0,18,108
2383,2017,800000,75000,1,0,1,0,17,28
2384,2017,430000,93000,4,0,1,0,18,37
2385,2009,195000,57000,1,0,1,2,3,27
2386,2014,325000,30000,4,0,1,0,18,53
2387,2013,450000,73000,1,0,1,0,23,48
2388,2016,630000,65000,1,0,1,0,18,147
2389,2009,250000,62000,4,0,1,2,18,147
2390,2007,135000,85000,4,0,1,0,10,136
2391,2010,110000,73000,4,1,1,0,3,142
2392,2012,350000,55000,1,0,1,0,18,147
2393,2016,240000,5800,4,1,1,2,18,108
2394,2009,350000,350000,1,1,1,0,26,85
2395,2018,600000,30000,4,1,1,0,18,147
2396,2018,750000,20000,1,1,1,0,18,147
2397,2018,270000,20000,4,1,1,0,10,50
2398,2007,90000,100000,4,1,1,2,18,14
2399,2013,350000,65000,4,1,1,0,18,164
2400,2013,285000,90000,1,1,1,2,8,65
2401,2011,665000,267000,1,1,1,2,26,85
2402,2005,175000,250000,1,1,1,2,17,138
2403,2011,350000,140000,1,1,1,2,17,177
2404,2018,1225000,22000,4,0,0,0,9,39
2405,2010,285000,60000,4,0,1,2,9,86
2406,2018,1000000,28635,4,0,1,0,9,39
2407,2018,780000,32114,1,0,1,0,9,17
2408,2014,300000,82000,4,0,1,2,18,37
2409,2006,160000,95149,4,0,1,2,18,147
2410,2018,625000,68458,4,0,1,0,9,17
2411,2010,265000,42000,4,1,1,0,18,127
2412,2014,515000,90000,1,1,1,2,9,39
2421,2016,650000,100000,1,1,1,0,10,183
2422,2017,650000,80000,1,1,1,0,17,148
2423,2010,150000,105546,4,1,1,0,10,73
2424,2018,500000,10000,4,1,1,0,26,61
2425,2012,1000000,80000,1,1,1,2,26,85
2426,2013,340000,35000,4,1,1,0,10,183
2428,2013,1010000,120000,1,1,1,0,26,85
2429,2011,350000,120000,1,1,1,4,26,61
2430,2016,595000,70000,1,1,1,0,18,147
2431,2014,700000,130000,1,1,1,4,17,138
2432,2019,265000,40000,4,1,1,0,23,90
2433,2015,320000,60000,4,1,1,2,18,14
2434,2011,310000,110000,4,1,1,0,9,39
2435,2014,700000,130000,1,1,1,0,9,39
2436,2009,130000,80000,4,1,1,2,18,14
2437,2009,150000,120000,1,1,1,2,18,147
2438,2015,300000,104000,1,1,1,2,9,17
2439,2011,150000,100000,4,1,1,2,18,147
2440,2003,120000,132343,4,1,1,2,9,39
2441,2016,950000,90000,1,1,1,2,10,44
2442,2007,100000,60000,4,1,1,2,18,164
2443,2015,450000,76000,1,1,1,0,9,86
2444,2004,30000,60000,4,1,1,4,18,6
2445,2009,200000,30000,4,1,1,2,17,126
2446,2010,250000,96000,1,1,1,2,25,83
2460,2015,280000,26134,4,0,1,0,18,14
2464,2011,260000,52895,1,0,1,0,18,127
2465,2013,550000,42324,1,0,1,2,10,161
2466,2016,1044999,65000,1,0,1,0,17,174
2467,2012,550000,60236,1,0,1,0,17,138
2468,2014,210000,70000,4,1,1,2,18,164
2469,2014,210000,70000,4,1,1,4,18,164
2470,2009,290000,100000,1,1,1,2,17,177
2471,2008,250999,110000,1,1,1,0,6,4
2472,2019,600000,10300,4,1,1,0,23,154
2473,2014,270000,120000,1,1,1,2,6,75
2474,2012,550000,142000,1,1,1,0,25,104
2475,2017,800000,25000,1,1,1,0,17,148
2476,2020,500000,5000,4,1,1,0,25,15
2478,2016,396000,28643,4,0,1,0,10,74
2479,2014,600000,50000,1,1,1,0,9,39
2480,2019,575000,30000,4,0,1,0,18,164
2481,2020,520000,5000,4,1,1,0,10,136
2482,2018,1400000,30000,1,1,0,0,17,174
2483,2018,600000,7600,4,1,0,0,18,26
2484,2013,195000,47253,1,0,1,0,3,27
2485,2015,281000,4432,4,0,0,2,18,14
2486,2010,75000,110000,4,1,1,2,25,82
2487,2014,400000,25000,4,1,1,0,10,74
2488,2009,93000,70000,1,1,1,2,25,82
2489,2016,560000,68523,4,0,1,0,10,183
2490,2019,400000,5000,4,1,1,0,10,50
2491,2018,459999,40000,4,1,1,0,25,153
2492,2017,450000,43000,1,1,1,0,10,175
2493,2010,88000,80251,0,0,1,2,18,14
2494,2010,250000,34500,4,1,1,2,10,183
2495,2000,22000,42743,4,0,1,4,8,81
2496,2013,130000,93900,1,1,1,2,3,27
2497,2004,79000,80000,4,1,1,0,18,180
2498,2012,120000,110000,1,1,1,0,3,27
2499,2011,1700000,100000,1,1,0,2,2,5
2500,2012,300000,25000,1,1,1,0,3,110
2502,2009,145000,25000,4,1,1,0,18,7
2503,2019,3200000,20000,1,1,0,0,8,56
2504,2013,240000,10000,4,1,1,0,3,142
2505,2018,700000,30000,1,1,1,0,9,163
2506,2010,145000,110000,4,1,1,2,10,12
2507,2014,535000,80000,1,1,1,2,18,58
2508,2016,420000,21000,4,1,1,0,17,89
2509,2016,350000,20000,4,1,1,0,18,14
2510,2015,550000,32000,1,1,1,0,18,147
2511,2007,750000,180000,1,1,1,0,20,102
2512,2012,198000,70000,1,1,1,2,25,82
2513,2013,420000,50000,1,1,1,0,10,183
2515,2004,195000,120000,1,1,1,0,8,56
2516,2012,150000,55766,4,1,1,2,10,50
2517,2011,275000,40000,4,1,1,2,21,100
2518,2001,65000,60000,4,1,1,4,18,6
2519,2008,200000,50000,4,1,1,0,18,147
2520,2010,250000,110000,1,1,1,2,18,147
2528,2013,182000,100000,1,1,1,0,25,83
2541,2001,85000,86000,4,1,1,2,18,180
2542,2013,400000,50000,1,1,1,0,18,147
2543,2017,650000,20000,1,1,1,0,18,26
2544,2010,400000,50000,4,1,1,0,10,182
2545,2012,295000,80000,1,1,1,2,25,97
2546,2006,60000,135000,3,1,1,1,18,108
2547,2003,110000,120000,1,1,1,4,18,180
2548,2015,550000,113600,1,1,1,0,6,94
2549,2008,190000,70000,4,1,1,4,10,136
2550,2018,861999,20000,1,0,1,0,8,20
2551,2018,782000,14000,4,0,1,0,8,20
2552,2018,836000,26000,1,0,1,0,8,68
2553,2016,696000,138925,4,0,1,0,9,39
2554,2016,596000,121764,1,0,1,0,9,86
2555,2016,612000,105429,4,0,1,0,9,86
2556,2015,114999,35000,4,1,1,0,18,14
2557,2017,340000,60000,1,1,1,0,25,29
2558,2020,550000,5000,4,1,1,0,18,147
2559,2008,114999,70000,4,1,1,4,3,21
2560,2000,105000,80000,4,1,1,0,18,164
2561,2019,890000,20000,1,1,1,0,18,162
2562,2019,715000,8000,4,1,1,0,25,105
2563,2014,525000,54000,4,0,1,2,10,183
2569,2014,475000,23122,4,0,1,2,10,183
2576,2012,349000,44500,1,0,1,2,3,46
2581,2017,825000,13599,4,0,0,0,27,115
2584,2014,550000,100000,1,1,1,2,17,138
2585,2006,95000,110000,4,1,1,4,18,147
2586,2014,725000,90000,1,1,1,2,26,85
2587,2019,670000,17000,4,1,1,0,25,153
2588,2008,65000,140000,4,1,1,0,18,14
2589,2015,500000,50000,1,1,1,2,17,177
2590,2017,600000,53000,4,1,1,0,17,89
2591,2017,350000,70000,4,1,1,2,18,164
2592,2012,200000,70000,1,1,1,2,3,27
2594,2012,150000,80000,4,1,1,0,10,50
2595,2003,75000,110000,1,1,1,2,18,180
2596,2013,350000,90000,1,1,1,2,9,17
2597,2018,1700000,15000,1,1,1,0,26,85
2598,2011,890000,86000,1,1,0,2,2,167
2599,2014,500000,120000,1,1,1,0,17,138
2600,2019,600000,5200,4,1,1,0,10,55
